Name,Birth/death dates,File name,century
Pasquale Galluppi,1770–1846,Pasquale_Galluppi.txt,19
Patañjali,2nd century&nbsp;BC,Patañjali.txt,-2
Patricia Churchland,born 1943,Patricia_Churchland.txt,20
Patricia Kitcher,born 1948,Patricia_Kitcher.txt,20
Paul Carus,1852–1919,Paul_Carus.txt,19
Paul Churchland,born 1942,Paul_Churchland.txt,20
Paul Deussen,1845–1919,Paul_Deussen.txt,19
Paul Edwards (philosopher),1923–2004,Paul_Edwards_(philosopher).txt,20
Paul Feyerabend,1924–1994,Paul_Feyerabend.txt,20
Paul Gerhard Natorp,1854–1924,Paul_Gerhard_Natorp.txt,19
Paul Grice,1913–1988,Paul_Grice.txt,20
Paul Horwich,born 1947,Paul_Horwich.txt,20
Paul Lorenzen,1915–1995,Paul_Lorenzen.txt,20
Paul Ramsey (ethicist),1913–1988,Paul_Ramsey_(ethicist).txt,20
Paul Ree,1849–1901,Paul_Ree.txt,19
Paul Ricœur,1913–2005,Paul_Ricœur.txt,20
Paul Tillich,1886–1965,Paul_Tillich.txt,20
Paul Valéry,1871–1945,Paul_Valéry.txt,20
Paul Yorck von Wartenburg,1835–1897,Paul_Yorck_von_Wartenburg.txt,19
Paul de Man,1919–1983,Paul_de_Man.txt,20
Paul of Venice,1369–1429,Paul_of_Venice.txt,14
Paulo Freire,1921–1997,Paulo_Freire.txt,20
Pavel Aleksandrovich Florenskii,1882–1937,Pavel_Aleksandrovich_Florenskii.txt,20
Pavel Yudin,1899–1968,Pavel_Yudin.txt,20
Pedro da Fonseca (philosopher),1528–1599,Pedro_da_Fonseca_(philosopher).txt,16
Pelagius,c. 360 – c. 435,Pelagius.txt,4
Percy Williams Bridgman,1882–1961,Percy_Williams_Bridgman.txt,20
Petar II Petrović-Njegoš,1813–1851,Petar_II_Petrović-Njegoš.txt,19
Peter Abelard,1079–1142,Peter_Abelard.txt,12
Peter Annet,1693–1769,Peter_Annet.txt,18
Peter Aureol,c. 1280–1322,Peter_Aureol.txt,14
Peter Browne (theologian),1666–1735,Peter_Browne_(theologian).txt,18
Peter Damian,c. 1007–1072,Peter_Damian.txt,11
Peter Geach,1919–2013,Peter_Geach.txt,20
Peter Kropotkin,1842–1921,Peter_Kropotkin.txt,19
Peter Lavrovitch Lavrov,1823–1900,Peter_Lavrovitch_Lavrov.txt,19
Peter Lombard,c. 1100 – 1160,Peter_Lombard.txt,12
Peter Olivi,1248–1298,Peter_Olivi.txt,13
Peter Singer,born 1946,Peter_Singer.txt,20
Peter Sloterdijk,born 1947,Peter_Sloterdijk.txt,20
Peter Thielst,born 1951,Peter_Thielst.txt,20
Peter Tudvad,born 1966,Peter_Tudvad.txt,20
Peter Unger,born 1942,Peter_Unger.txt,20
Peter Wessel Zapffe,1899–1990,Peter_Wessel_Zapffe.txt,20
Peter Winch,1926–1997,Peter_Winch.txt,20
Peter of Auvergne,13th century,Peter_of_Auvergne.txt,13
Peter of Spain (author),13th century; usually identified with [[Pope John XXI]],Peter_of_Spain_(author).txt,13
Peter van Inwagen,born 1942,Peter_van_Inwagen.txt,20
Petrarch,1304–1374,Petrarch.txt,14
Petrus Ramus,1515–1572,Petrus_Ramus.txt,16
Philip the Chancellor,1160–1236,Philip_the_Chancellor.txt,12
Philipp Melanchthon,1497–1560,Philipp_Melanchthon.txt,16
Philippa Foot,1920–2010,Philippa_Foot.txt,20
Philippe Lacoue-Labarthe,1940–2007,Philippe_Lacoue-Labarthe.txt,20
Philo,20&nbsp;BC–40&nbsp;AD,Philo.txt,-1
Philo of Larissa,1st century&nbsp;BC,Philo_of_Larissa.txt,-1
Philo of Megara,300&nbsp;BC c.,Philo_of_Megara.txt,-4
Philo the Dialectician,c. 300&nbsp;BC,Philo_the_Dialectician.txt,-4
Philodemus,1st century&nbsp;BC,Philodemus.txt,-1
Philolaus,c. 480 – c. 405&nbsp;BC,Philolaus.txt,-5
Piero Martinetti,1872–1943,Piero_Martinetti.txt,20
Pierre Bayle,1647–1706,Pierre_Bayle.txt,17
Pierre Bourdieu,1930–2002,Pierre_Bourdieu.txt,20
Pierre Charron,1541–1603,Pierre_Charron.txt,16
Pierre Daniel Huet,1630–1721,Pierre_Daniel_Huet.txt,17
Pierre Duhem,1861–1916,Pierre_Duhem.txt,19
Pierre Gassendi,1592–1655,Pierre_Gassendi.txt,17
Pierre Jean George Cabanis,1757–1808,Pierre_Jean_George_Cabanis.txt,18
Pierre Laffitte,1823–1903,Pierre_Laffitte.txt,19
Pierre Laromiguière,1756–1837,Pierre_Laromiguière.txt,18
Pierre Leroux,1798–1871,Pierre_Leroux.txt,19
Pierre Louis Maupertuis,1698–1759,Pierre_Louis_Maupertuis.txt,18
Pierre Nicole,1625–1695,Pierre_Nicole.txt,17
Pierre Paul Royer-Collard,1763–1845,Pierre_Paul_Royer-Collard.txt,19
Pierre Teilhard de Chardin,1881–1955,Pierre_Teilhard_de_Chardin.txt,20
Pierre d'Ailly,1350–1420,Pierre_d'Ailly.txt,14
Pierre-Joseph Proudhon,1809–1865,Pierre-Joseph_Proudhon.txt,19
Pierre-Simon Laplace,1749–1827,Pierre-Simon_Laplace.txt,18
Pierre-Sylvain Regis,1632–1707,Pierre-Sylvain_Regis.txt,17
Pietro Pomponazzi,1462–1525,Pietro_Pomponazzi.txt,15
Pietro Ubaldi,1886–1972,Pietro_Ubaldi.txt,20
Placide Tempels,1906–1977,Placide_Tempels.txt,20
Plato,c. 427 – c. 347&nbsp;BC,Plato.txt,-4
Plotinus,died 270,Plotinus.txt,3
Plutarch,c. 45 – c. 120,Plutarch.txt,1
Pope Gregory I,540–604,Pope_Gregory_I.txt,6
Pope Silvester II,c. 950–1003,Pope_Silvester_II.txt,10
Porphyry (philosopher),c. 232 – c. 304,Porphyry_(philosopher).txt,3
Posidonius,c. 135 – 51&nbsp;BC,Posidonius.txt,-1
Prabhat Rainjan Sarkar,1921–1990,Prabhat_Rainjan_Sarkar.txt,20
Proclus,412–487,Proclus.txt,5
Prodicus,c. 450 – 399&nbsp;BC,Prodicus.txt,-5
Profiat Duran,c. 1349–c. 1414,Profiat_Duran.txt,14
Protagoras,c. 481 – 420&nbsp;BC,Protagoras.txt,-5
Pseudo-Dionysius the Areopagite,5th century,Pseudo-Dionysius_the_Areopagite.txt,5
Ptolemy,c. 85 – c. 165,Ptolemy.txt,2
Pyotr Chaadaev,1794–1856,Pyotr_Chaadaev.txt,19
Pyrrho,c. 360 – c. 270,Pyrrho.txt,4
Pythagoras,582 – 496&nbsp;BC,Pythagoras.txt,-6
R. G. Collingwood,1889–1943,R._G._Collingwood.txt,20
R. M. Hare,1919–2002,R._M._Hare.txt,20
R.R. Rockingham Gill,born 1944,R.R._Rockingham_Gill.txt,20
Rabindranath Tagore,1861–1941,Rabindranath_Tagore.txt,20
Radovan Richta,1924–1983,Radovan_Richta.txt,20
Radulphus Brito,c. 1270–c. 1320,Radulphus_Brito.txt,13
Rafael Gambra Ciudad,1920–2004,Rafael_Gambra_Ciudad.txt,20
Raimo Tuomela,1940–2020,Raimo_Tuomela.txt,20
Ralph Barton Perry,1876–1957,Ralph_Barton_Perry.txt,20
Ralph Cudworth,1617–1688,Ralph_Cudworth.txt,17
Ralph Waldo Emerson,1803–1882,Ralph_Waldo_Emerson.txt,19
Ram Gopal Varma,born 1989,Ram_Gopal_Varma.txt,20
Ramakrishna,1836–1886,Ramakrishna.txt,19
Ramanuja,1017–1137,Ramanuja.txt,11
Ramon Llull,1235–1315,Ramon_Llull.txt,13
Raya Dunayevskaya,1910–1987,Raya_Dunayevskaya.txt,20
Raymond Smullyan,1919–2017,Raymond_Smullyan.txt,20
Raymond Williams,1921–1988,Raymond_Williams.txt,20
Raúl Scalabrini Ortiz,1898–1959,Raúl_Scalabrini_Ortiz.txt,20
Reinhold Niebuhr,1892–1971,Reinhold_Niebuhr.txt,20
René Descartes,1596–1650,René_Descartes.txt,17
René Le Senne,1882–1954,René_Le_Senne.txt,20
Richard Avenarius,1843–1896,Richard_Avenarius.txt,19
Richard B. Brandt,1910–1997,Richard_B._Brandt.txt,20
Richard Bentley,1662–1742,Richard_Bentley.txt,18
Richard Brinkley,fl. 1350–1373,Richard_Brinkley.txt,14
Richard Burthogge,1638–1704,Richard_Burthogge.txt,17
Richard C. Jeffrey,1926–2002,Richard_C._Jeffrey.txt,20
Richard Cumberland (philosopher),1631?–1718,Richard_Cumberland_(philosopher).txt,17
Richard Dedekind,1831–1916,Richard_Dedekind.txt,19
Richard FitzRalph,c. 1300–1360,Richard_FitzRalph.txt,14
Richard Fumerton,born 1949,Richard_Fumerton.txt,20
Richard Hooker (theologian),1554–1600,Richard_Hooker_(theologian).txt,16
Richard Hönigswald,1875–1947,Richard_Hönigswald.txt,20
Richard Kilvington,1302–1361,Richard_Kilvington.txt,14
Richard Montague,1930–1971,Richard_Montague.txt,20
Richard Overton (pamphleteer),died c. 1665,Richard_Overton_(pamphleteer).txt,17
Richard Posner,born 1939,Richard_Posner.txt,20
Richard Price,1723–1791,Richard_Price.txt,18
Richard Rorty,1931–2007,Richard_Rorty.txt,20
Richard Rufus of Cornwall,1231–1259,Richard_Rufus_of_Cornwall.txt,13
Richard Schacht,born 1941,Richard_Schacht.txt,20
Richard Stanley Peters,1919–2011,Richard_Stanley_Peters.txt,20
Richard Swinburne,born 1934,Richard_Swinburne.txt,20
Richard Sylvan,1935–1996,Richard_Sylvan.txt,20
Richard Taylor (philosopher),1919–2003,Richard_Taylor_(philosopher).txt,20
Richard Wollheim,1923–2003,Richard_Wollheim.txt,20
Richard of Middleton,c. 1249–1306,Richard_of_Middleton.txt,13
Richard of St. Victor,died 1173,Richard_of_St._Victor.txt,12
Richard-Bevan Braithwaite,1900–1990,Richard-Bevan_Braithwaite.txt,20
Robert Alyngton,died 1398,Robert_Alyngton.txt,14
Robert Bellarmine,1542–1621,Robert_Bellarmine.txt,16
Robert Boyle,1627–1691,Robert_Boyle.txt,17
Robert Desgabets,1610–1678,Robert_Desgabets.txt,17
Robert Filmer,1588–1653,Robert_Filmer.txt,17
Robert Fludd,1574–1637,Robert_Fludd.txt,17
Robert Grosseteste,1175–1253,Robert_Grosseteste.txt,13
Robert Holcot,1290–1349,Robert_Holcot.txt,14
Robert J. Fogelin,1932–2016,Robert_J._Fogelin.txt,20
Robert Joseph Pothier,1699–1772,Robert_Joseph_Pothier.txt,18
Robert Kilwardby,1215–1279,Robert_Kilwardby.txt,13
Robert Merrihew Adams,born 1937,Robert_Merrihew_Adams.txt,20
Robert Nozick,1938–2001,Robert_Nozick.txt,20
Robert Stalnaker,born 1940,Robert_Stalnaker.txt,20
Roberto Ardigò,1828–1920,Roberto_Ardigò.txt,19
Roderick Chisholm,1916–1999,Roderick_Chisholm.txt,20
Rodolphus Agricola,1443–1485,Rodolphus_Agricola.txt,15
Roger Bacon,1214–1294,Roger_Bacon.txt,13
Roger Marston,1235–1303,Roger_Marston.txt,13
Roger Scruton,1944–2020,Roger_Scruton.txt,20
Roland Barthes,1915–1980,Roland_Barthes.txt,20
Roman Ingarden,1893–1970,Roman_Ingarden.txt,20
Ronald Dworkin,1931–2013,Ronald_Dworkin.txt,20
Ronald Fisher,1890–1962,Ronald_Fisher.txt,20
Rosa Luxemburg,1871–1919,Rosa_Luxemburg.txt,19
Roscelin of Compiègne,c. 1050–c. 1120,Roscelin_of_Compiègne.txt,11
Roscoe Pound,1870–1964,Roscoe_Pound.txt,20
Roy Wood Sellars,1880–1973,Roy_Wood_Sellars.txt,20
Ruan Ji,210–263,Ruan_Ji.txt,3
Rudi Supek,1913–1993,Rudi_Supek.txt,20
Rudjer Boscovich,1711–1787,Rudjer_Boscovich.txt,18
Rudolf Bultmann,1884–1976,Rudolf_Bultmann.txt,20
Rudolf Carnap,1891–1970,Rudolf_Carnap.txt,20
Rudolf Christoph Eucken,1846–1926,Rudolf_Christoph_Eucken.txt,19
Rudolf Otto,1869–1937,Rudolf_Otto.txt,20
Rudolf Steiner,1861–1925,Rudolf_Steiner.txt,19
Rudolf von Jhering,1818–1892,Rudolf_von_Jhering.txt,19
Rudolph Goclenius,1547–1628,Rudolph_Goclenius.txt,16
Ruth Barcan Marcus,1921–2012,Ruth_Barcan_Marcus.txt,20
Ruth Millikan,born 1933,Ruth_Millikan.txt,20
Réginald Garrigou-Lagrange,1887–1964,Réginald_Garrigou-Lagrange.txt,20
Régis Debray,born 1940,Régis_Debray.txt,20
Saadia Gaon,892–942,Saadia_Gaon.txt,10
Sakya Pandita,1182–1251,Sakya_Pandita.txt,13
Salomon Maimon,1753–1800,Salomon_Maimon.txt,18
Samuel Alexander,1859–1938,Samuel_Alexander.txt,19
Samuel Bold,1649–1737,Samuel_Bold.txt,17
Samuel Butler (1835–1902),1835–1902,Samuel_Butler_(1835–1902).txt,19
Samuel Clarke,1675–1729,Samuel_Clarke.txt,18
Samuel Johnson,1709–1784,Samuel_Johnson.txt,18
Samuel Johnson (Columbia),1696–1772,Samuel_Johnson_(Columbia).txt,18
Samuel Johnson (pamphleteer),1649–1703,Samuel_Johnson_(pamphleteer).txt,17
Samuel Pufendorf,1632–1694,Samuel_Pufendorf.txt,17
Samuel Taylor Coleridge,1772–1834,Samuel_Taylor_Coleridge.txt,19
Samuel ibn Tibbon,c. 1165 – 1232,Samuel_ibn_Tibbon.txt,12
Sandra Harding,born 1935,Sandra_Harding.txt,20
Sarvepalli Radhakrishnan,1888–1975,Sarvepalli_Radhakrishnan.txt,20
Saul Kripke,born 1940,Saul_Kripke.txt,20
Scott Soames,born 1946,Scott_Soames.txt,20
Sebastian Franck,1499–1542,Sebastian_Franck.txt,16
Seiichi Hatano,1877–1950,Seiichi_Hatano.txt,20
Semën Liudvigovich Frank,1877–1950,Semën_Liudvigovich_Frank.txt,20
Seneca the Younger,c. 4 BC–AD 65,Seneca_the_Younger.txt,-1
Sengzhao,384–414,Sengzhao.txt,4
Sergei Bulgakov,1871–1944,Sergei_Bulgakov.txt,20
Sergey Nechayev,1847–1882,Sergey_Nechayev.txt,19
Sergio Bagú,1911–2002,Sergio_Bagú.txt,20
Sextus Empiricus,2nd/3rd century,Sextus_Empiricus.txt,3
Shadworth Hodgson,1832–1912,Shadworth_Hodgson.txt,19
Shah Wali Allah,1703–1762,Shah_Wali_Allah.txt,18
Shahab al-Din Yahya ibn Habash Suhrawardi,1154–1191,Shahab_al-Din_Yahya_ibn_Habash_Suhrawardi.txt,12
Shang Yang,died 338 BC,Shang_Yang.txt,-4
Shantideva,8th century,Shantideva.txt,8
Shao Yung,1011–1077,Shao_Yung.txt,11
Shen Buhai,died 337 BC,Shen_Buhai.txt,-4
Shen Dao,c. 350 – 275 BC,Shen_Dao.txt,-4
Shinran,1173–1261,Shinran.txt,13
Shri Madhvacharya,1238–1317,Shri_Madhvacharya.txt,13
Shriharsha,12th c.,Shriharsha.txt,1
Sidney Hook,1902–1989,Sidney_Hook.txt,20
Sigerus of Brabant,1240–1284,Sigerus_of_Brabant.txt,13
Sigmund Freud,1856–1939,Sigmund_Freud.txt,19
Simeon Duran,1361–1444,Simeon_Duran.txt,15
Simon Blackburn,born 1944,Simon_Blackburn.txt,20
Simon Foucher,1644–1696,Simon_Foucher.txt,17
Simon of Faversham,c. 1260–1306,Simon_of_Faversham.txt,13
Simone Weil,1909–1943,Simone_Weil.txt,20
Simone de Beauvoir,1908–1986,Simone_de_Beauvoir.txt,20
Simplicius of Cilicia,early 6th century,Simplicius_of_Cilicia.txt,6
"Sir William Hamilton, 9th Baronet",1788–1856,"Sir_William_Hamilton,_9th_Baronet.txt",19
Slavoj Žižek,born 1949,Slavoj_Žižek.txt,20
Socrates,470–399 BC,Socrates.txt,-5
Solomon Ibn Gabirol,1021–1058,Solomon_Ibn_Gabirol.txt,11
Sophie de Condorcet,1764–1822,Sophie_de_Condorcet.txt,18
Speusippus,410–339 BC,Speusippus.txt,-4
Sri Aurobindo,1872–1950,Sri_Aurobindo.txt,20
Stanislaw Lesniewski,1886–1939,Stanislaw_Lesniewski.txt,20
Stanislaw Staszic,1755–1826,Stanislaw_Staszic.txt,18
Stanisław Ignacy Witkiewicz,1885–1939,Stanisław_Ignacy_Witkiewicz.txt,20
Stanley Cavell,1926–2018,Stanley_Cavell.txt,20
Stephen Stich,born 1944,Stephen_Stich.txt,20
Stilpo,c. 360 – c. 280 BC,Stilpo.txt,-4
Strato of Lampsacus,c. 340 – c. 268 BC,Strato_of_Lampsacus.txt,-4
Stuart Hampshire,1914–2004,Stuart_Hampshire.txt,20
Sun Tzu,c. 5th century BC,Sun_Tzu.txt,-5
Sun Yat-sen,1866–1925,Sun_Yat-sen.txt,19
Susan Haack,born 1945,Susan_Haack.txt,20
Susan Mendus,born 1951,Susan_Mendus.txt,20
Susanne Langer,1895–1985,Susanne_Langer.txt,20
Svetozar Marković,1846–1875,Svetozar_Marković.txt,19
Swami Vivekananda,1863–1902,Swami_Vivekananda.txt,19
Sydney Shoemaker,born 1931,Sydney_Shoemaker.txt,20
Syed Zafarul Hasan,1885–1949,Syed_Zafarul_Hasan.txt,20
Syrianus,5th century,Syrianus.txt,5
Søren Kierkegaard,1813–1855,Søren_Kierkegaard.txt,19
T'an Ssu-t'ung,1864–1898,T'an_Ssu-t'ung.txt,19
T. M. Scanlon,born 1940,T._M._Scanlon.txt,20
T. S. Eliot,1888–1965,T._S._Eliot.txt,20
Tadeusz Kotarbiński,1886–1981,Tadeusz_Kotarbiński.txt,20
Tai Chen,1724–1777,Tai_Chen.txt,18
Tanabe Hajime,1885–1962,Tanabe_Hajime.txt,20
Terence Irwin,born 1947,Terence_Irwin.txt,20
Teresa of Avila,1515–1582,Teresa_of_Avila.txt,16
Tertullian,c. 160 – c. 220,Tertullian.txt,2
Thales,c. 635 – 543 BC,Thales.txt,-6
Themistius,317–387,Themistius.txt,4
Theodor Adorno,1903–1969,Theodor_Adorno.txt,20
Theodor Lipps,1851–1914,Theodor_Lipps.txt,19
Theodore Parker,1810–1860,Theodore_Parker.txt,19
Theodorus of Cyrene,c. 465 – 398 BC,Theodorus_of_Cyrene.txt,-5
Theophrastus,372–287 BC,Theophrastus.txt,-4
Thierry of Chartres,fl. c. 1130–1150,Thierry_of_Chartres.txt,12
Thom Brooks,born 1973,Thom_Brooks.txt,20
Thomas Aquinas,1225–1274,Thomas_Aquinas.txt,13
Thomas Bradwardine,c. 1290–1349,Thomas_Bradwardine.txt,14
Thomas Brown (philosopher),1778–1820,Thomas_Brown_(philosopher).txt,18
Thomas Cajetan,1469–1534,Thomas_Cajetan.txt,16
Thomas Carlyle,1795–1881,Thomas_Carlyle.txt,19
Thomas Chubb,1679–1747,Thomas_Chubb.txt,18
Thomas Henry Huxley,1825–1895,Thomas_Henry_Huxley.txt,19
Thomas Hill Green,1836–1882,Thomas_Hill_Green.txt,19
Thomas Hobbes,1588–1679,Thomas_Hobbes.txt,17
Thomas Jefferson,1743–1826,Thomas_Jefferson.txt,18
Thomas Malthus,1766–1834,Thomas_Malthus.txt,19
Thomas More,1478–1535,Thomas_More.txt,16
Thomas Morgan (deist),died 1743,Thomas_Morgan_(deist).txt,18
Thomas Nagel,born 1937,Thomas_Nagel.txt,20
Thomas Paine,1737–1809,Thomas_Paine.txt,18
Thomas Percival,1740–1804,Thomas_Percival.txt,18
Thomas Reid,1710–1796,Thomas_Reid.txt,18
Thomas Samuel Kuhn,1922–1996,Thomas_Samuel_Kuhn.txt,20
Thomas Spencer Baynes,1823–1887,Thomas_Spencer_Baynes.txt,19
Thomas White (philosopher),1593–1676,Thomas_White_(philosopher).txt,17
Thomas of Erfurt,14th century,Thomas_of_Erfurt.txt,14
Thomas of York (Franciscan),13th century,Thomas_of_York_(Franciscan).txt,13
Thomas à Kempis,1380–1471,Thomas_à_Kempis.txt,15
Thome H. Fang,1899–1976,Thome_H._Fang.txt,20
Thoralf Skolem,1887–1963,Thoralf_Skolem.txt,20
Thrasymachus,5th century BC,Thrasymachus.txt,-5
Thucydides,c. 460 – c. 400 BC,Thucydides.txt,-5
Théodore Simon Jouffroy,1796–1842,Théodore_Simon_Jouffroy.txt,19
Timaeus of Locri,5th century BC,Timaeus_of_Locri.txt,-5
Timon (philosopher),c. 300 BC,Timon_(philosopher).txt,-4
Timothy L.S. Sprigge,1932–2007,Timothy_L.S._Sprigge.txt,20
Timothy Williamson,born 1955,Timothy_Williamson.txt,20
Toju Nakae,1608–1648,Toju_Nakae.txt,17
Tominaga Nakamoto,1715–1746,Tominaga_Nakamoto.txt,18
Tommaso Campanella,1568–1639,Tommaso_Campanella.txt,17
Tomáš Masaryk,1850–1937,Tomáš_Masaryk.txt,19
Tyler Burge,born 1946,Tyler_Burge.txt,20
Tzvetan Todorov,1939–2017,Tzvetan_Todorov.txt,20
Udayana,11th century,Udayana.txt,11
Uddyotakara,6th century,Uddyotakara.txt,6
Uisang,625–702,Uisang.txt,7
Ulrich of Strasbourg,1220–1277,Ulrich_of_Strasbourg.txt,13
Umberto Eco,1932–2016,Umberto_Eco.txt,20
Uppaluri Gopala Krishnamurti,1918–2007,Uppaluri_Gopala_Krishnamurti.txt,20
Urbanus Rhegius,1489–1541,Urbanus_Rhegius.txt,16
Uriel da Costa,1585–1640,Uriel_da_Costa.txt,17
Valentin Feldman,1909–1942,Valentin_Feldman.txt,20
Valentin Ferdinandovich Asmus,1894–1975,Valentin_Ferdinandovich_Asmus.txt,20
Valentin Voloshinov,1895–1936,Valentin_Voloshinov.txt,20
Valentinius,c. 100 – c. 153,Valentinius.txt,2
Valentino Annibale Pastore,1868–1956,Valentino_Annibale_Pastore.txt,20
Vallabhacharya,1479–1531,Vallabhacharya.txt,16
Vasily Rozanov,1856–1919,Vasily_Rozanov.txt,19
Vasubandhu,4th century,Vasubandhu.txt,4
Vatsyayana,5th century,Vatsyayana.txt,5
Victor Cousin,1792–1867,Victor_Cousin.txt,19
Victor Serge,1890–1947,Victor_Serge.txt,20
"Victoria, Lady Welby",1837–1912,"Victoria,_Lady_Welby.txt",19
Vilfredo Pareto,1848–1923,Vilfredo_Pareto.txt,19
Vincent Descombes,born 1943,Vincent_Descombes.txt,20
Vincenzo Gioberti,1801–1852,Vincenzo_Gioberti.txt,19
Virgil Aldrich,1903–1998,Virgil_Aldrich.txt,20
Virginia Held,born 1929,Virginia_Held.txt,20
Vissarion Belinsky,1811–1848,Vissarion_Belinsky.txt,19
Vital Du Four,1260–1327,Vital_Du_Four.txt,13
Vladimir Jankélévitch,1903–1985,Vladimir_Jankélévitch.txt,20
Vladimir Lenin,1870–1924,Vladimir_Lenin.txt,19
Vladimir Solovyov (philosopher),1853–1900,Vladimir_Solovyov_(philosopher).txt,19
Voltaire,1694–1778,Voltaire.txt,18
Vyacheslav Ivanov (poet),1866–1949,Vyacheslav_Ivanov_(poet).txt,20
W. E. B. Du Bois,1868–1963,W._E._B._Du_Bois.txt,20
W. V. O. Quine,1908–2000,W._V._O._Quine.txt,20
Walter Benjamin,1892–1940,Walter_Benjamin.txt,20
Walter Burley,c. 1275–c. 1345,Walter_Burley.txt,14
Walter Charleton,1619–1707,Walter_Charleton.txt,17
Walter Chatton,1290–1343,Walter_Chatton.txt,14
Walter Kaufmann (philosopher),1921–1980,Walter_Kaufmann_(philosopher).txt,20
Walter Pater,1839–1904,Walter_Pater.txt,19
Walter Terence Stace,1886–1967,Walter_Terence_Stace.txt,20
Wang Bi,226–249,Wang_Bi.txt,3
Wang Ch'ung (philosopher),27–97,Wang_Ch'ung_(philosopher).txt,1
Wang Fuzhi,1619–1692,Wang_Fuzhi.txt,17
Wang Yangming,1472–1529,Wang_Yangming.txt,16
Watsuji Tetsuro,1889–1960,Watsuji_Tetsuro.txt,20
Weonhyo,617–686,Weonhyo.txt,7
Werner Heisenberg,1901–1976,Werner_Heisenberg.txt,20
Wesley Newcomb Hohfeld,1879–1918,Wesley_Newcomb_Hohfeld.txt,19
Wesley Salmon,1925–2001,Wesley_Salmon.txt,20
Wilfrid Sellars,1912–1989,Wilfrid_Sellars.txt,20
Wilhelm Dilthey,1833–1911,Wilhelm_Dilthey.txt,19
Wilhelm Ostwald,1853–1932,Wilhelm_Ostwald.txt,19
Wilhelm Reich,1897–1957,Wilhelm_Reich.txt,20
Wilhelm Windelband,1848–1915,Wilhelm_Windelband.txt,19
Wilhelm Wundt,1832–1920,Wilhelm_Wundt.txt,19
Wilhelm von Humboldt,1767–1835,Wilhelm_von_Humboldt.txt,19
Will Durant,1885–1981,Will_Durant.txt,20
William Alston,1921–2009,William_Alston.txt,20
William Blackstone,1723–1780,William_Blackstone.txt,18
William Blake,1757–1827,William_Blake.txt,18
William Chillingworth,1602–1644,William_Chillingworth.txt,17
William Crathorn,14th century,William_Crathorn.txt,14
William David Ross,1877–1971,William_David_Ross.txt,20
William Ellery Channing,1780–1842,William_Ellery_Channing.txt,19
William Ernest Hocking,1873–1966,William_Ernest_Hocking.txt,20
William Ernest Johnson,1858–1931,William_Ernest_Johnson.txt,19
William Godwin,1756–1836,William_Godwin.txt,18
William Harvey,1578–1657,William_Harvey.txt,17
William Hazlitt,1778–1830,William_Hazlitt.txt,19
William James,1842–1910,William_James.txt,19
William K. Frankena,1908–1994,William_K._Frankena.txt,20
William Kingdon Clifford,1845–1879,William_Kingdon_Clifford.txt,19
William Kneale (logician),1906–1990,William_Kneale_(logician).txt,20
William Law,1686–1761,William_Law.txt,18
William Lycan,born 1945,William_Lycan.txt,20
William McDougall (psychologist),1871–1938,William_McDougall_(psychologist).txt,20
William Paley,1743–1805,William_Paley.txt,18
William Pepperell Montague,1873–1953,William_Pepperell_Montague.txt,20
William Ralph Inge,1860–1954,William_Ralph_Inge.txt,20
William Ritchie Sorley,1855–1935,William_Ritchie_Sorley.txt,19
William S. Sahakian,1922–1986,William_S._Sahakian.txt,20
William Stanley Jevons,1835–1882,William_Stanley_Jevons.txt,19
William Temple (archbishop),1881–1944,William_Temple_(archbishop).txt,20
William Thompson (Cork),1775–1833,William_Thompson_(Cork).txt,19
William Torrey Harris,1835–1909,William_Torrey_Harris.txt,19
William Whewell,1794–1866,William_Whewell.txt,19
William Wollaston,1659–1724,William_Wollaston.txt,17
William of Alnwick,1270–1333,William_of_Alnwick.txt,14
"William of Auvergne, Bishop of Paris",1180–1249,"William_of_Auvergne,_Bishop_of_Paris.txt",13
William of Auxerre,died 1231,William_of_Auxerre.txt,13
William of Champeaux,c. 1070 – 1121,William_of_Champeaux.txt,11
William of Conches,c. 1080 – 1154,William_of_Conches.txt,12
William of Heytesbury,1313–1373,William_of_Heytesbury.txt,14
William of Moerbeke,c. 1215 – 1286,William_of_Moerbeke.txt,13
William of Ockham,c. 1285–1349,William_of_Ockham.txt,14
William of Shyreswood,1190–1249,William_of_Shyreswood.txt,13
Wladyslaw Tatarkiewicz,1886–1980,Wladyslaw_Tatarkiewicz.txt,20
Wolfgang Köhler,1887–1967,Wolfgang_Köhler.txt,20
Wolfhart Pannenberg,1928–2014,Wolfhart_Pannenberg.txt,20
Wonchuk,613–696,Wonchuk.txt,7
Woo Tsin-hang,1865–1953,Woo_Tsin-hang.txt,20
Xavier Zubiri,1889–1983,Xavier_Zubiri.txt,20
Xenocrates,396–314 BC,Xenocrates.txt,-4
Xenophon,427–355 BC,Xenophon.txt,-4
Xu Xing (philosopher),c. 300 BC,Xu_Xing_(philosopher).txt,-4
Xun Zi,c. 310–237 BC,Xun_Zi.txt,-3
Yahya ibn Adi,893–974,Yahya_ibn_Adi.txt,10
Yajnavalkya,c. 1800 BC,Yajnavalkya.txt,-19
Yan Yuan (Qing dynasty),1635–1704,Yan_Yuan_(Qing_dynasty).txt,17
Yang Chu,370–319 BC,Yang_Chu.txt,-4
Yang Xiong (author),died 338 BC,Yang_Xiong_(author).txt,-4
